Security Control ID,Title,Description,Severity Rating,Current Region Availability,Remediation URL,Parameters,NbStandardsImplementedIn,ImplementedInStandards,Remediation URL to Crawl,Category,Resource type,AWS Config rule,Schedule type,Remediation
SNS.4,SNS topic access policies should not allow public access,This control checks whether an Amazon SNS topic access policy allows public access. The control fails if the SNS topic access policy allows public access.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SNS.4/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/sns-controls.html#sns-4,Protect > Secure network configuration > Resources not publicly accessible,AWS::SNS::Topic,sns-topic-no-public-access,Change triggered,"To update access policies for an SNS topic, see Overview of managing access in Amazon SNS in the Amazon Simple Notification Service Developer Guide."
SQS.1,Amazon SQS queues should be encrypted at rest,This control checks whether Amazon SQS queues are encrypted at rest.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SQS.1/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/sqs-controls.html#sqs-1,Protect > Data Protection > Encryption of data-at-rest,AWS::SQS::Queue,sqs-queue-encrypted (custom Security Hub rule),Change triggered,"To configure SSE for an SQS queue, see Configuring server-side encryption (SSE) for a queue (console) in the Amazon Simple Queue Service Developer Guide."
SQS.2,SQS queues should be tagged,"This control checks whether an Amazon SQS queue has tags with the specific keys defined in the requiredTagKeys parameter. The control fails if the queue doesn’t have any tag keys or if it doesn’t have all the keys specified in the requiredTagKeys parameter. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the queue isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SQS.2/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/sqs-controls.html#sqs-2,Identify > Inventory > Tagging,AWS::SQS::Queue,tagged-sqs-queue (custom Security Hub rule),Change triggered,"To add tags to an existing queue using the Amazon SQS console, see Configuring cost allocation tags for an Amazon SQS queue (console) in the Amazon Simple Queue Service Developer Guide."
SQS.3,SQS queue access policies should not allow public access,This controls checks whether an Amazon SQS access policy allows public access to an SQS queue. The control fails if an SQS access policy allows public access to the queue.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SQS.3/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/sqs-controls.html#sqs-3,Protect > Secure access management > Resource not publicly accessible,AWS::SQS::Queue,sqs-queue-no-public-access,Change triggered,"For information about configuring the SQS access policy for an SQS queue, see Using custom policies with the Amazon SQS Access Policy Language in the Amazon Simple Queue Service Developer Guide."
SSM.1,EC2 instances should be managed by AWS Systems Manager,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SSM.1/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-1,Identify > Inventory,AWS::SSM::PatchCompliance,ec2-instance-managed-by-systems-manager,Change triggered,"To manage EC2 instances with Systems Manager, see Amazon EC2 host management in the AWS Systems Manager User Guide. In the Configuration options section, you can keep the default choices or change them as necessary for your preferred configuration."
SSM.2,EC2 instances managed by Systems Manager should have a patch compliance status of COMPLIANT after a patch installation,This AWS control checks whether the compliance status of the Amazon EC2 Systems Manager patch compliance is COMPLIANT or NON_COMPLIANT after the patch installation on the instance. It only checks instances that are managed by AWS Systems Manager Patch Manager.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SSM.2/remediation,,4,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-2,Detect > Detection services,AWS::SSM::PatchCompliance,ec2-managedinstance-patch-compliance-status-check,Change triggered,"Systems Manager recommends using patch policies to configure patching for your managed instances. You can also use Systems Manager documents, as described in the following procedure, to patch an instance. To remediate noncompliant patchesOpen the AWS Systems Manager console at https://console.aws.amazon.com/systems-manager/. For Node Management, choose Run Command, and then choose Run command. Choose the option for AWS-RunPatchBaseline. Change the Operation to Install. Choose Choose instances manually, and then choose the noncompliant instances. Choose Run. After the command is complete, to monitor the new compliance status of your patched instances, choose Compliance in the navigation pane."
SSM.3,EC2 instances managed by Systems Manager should have an association compliance status of COMPLIANT,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SSM.3/remediation,,4,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-3,Detect > Detection services,AWS::SSM::AssociationCompliance,ec2-managedinstance-association-compliance-status-check,Change triggered,"A failed association can be related to different things, including targets and Systems Manager document names. To remediate this issue, you must first identify and investigate the association by viewing association history. For instructions on viewing association history, see Viewing association histories in the AWS Systems Manager User Guide. After investigating, you can edit the association to correct the identified issue. You can edit an association to specify a new name, schedule, severity level, or targets. After you edit an association, AWS Systems Manager creates a new version. For instructions on editing an association, see Editing and creating a new version of an association in the AWS Systems Manager User Guide."
SSM.4,SSM documents should not be public,"This control checks whether AWS Systems Manager documents that the account owns are public. This control fails if SSM documents that have ""Self"" as the owner are public.",CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SSM.4/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-4,Protect > Secure network configuration > Resources not publicly accessible,AWS::SSM::Document,ssm-document-not-public,Periodic,"To block public sharing for Systems Manager documents, see Block public sharing for SSM documents in the AWS Systems Manager User Guide."
SageMaker.1,Amazon SageMaker notebook instances should not have direct internet access,This AWS control checks whether direct internet access is disabled for an Amazon SageMaker notebook instance by examining the DirectInternetAccess field is disabled for an Amazon SageMaker notebook instance.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SageMaker.1/remediation,,4,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html#sagemaker-1,Protect > Secure network configuration,AWS::SageMaker::NotebookInstance,sagemaker-notebook-no-direct-internet-access,Periodic,"You can't change the internet access setting after creating a notebook instance. Instead, you can stop, delete, and recreate the instance with blocked internet access. To delete a notebook instance that permits direct internet access, see Use notebook instances to build models: Clean up in the Amazon SageMaker AI Developer Guide. To recreate a notebook instance that denies internet access, see Create a notebook instance. For Network, Direct internet access, choose Disable—Access the internet through a VPC."
SageMaker.2,SageMaker notebook instances should be launched in a custom VPC,This control checks if an Amazon SageMaker notebook instance is launched within a custom VPC. The control fails if a SageMaker notebook instance is not launched within a custom VPC.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SageMaker.2/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html#sagemaker-2,Protect > Secure network configuration > Resources within VPC,AWS::SageMaker::NotebookInstance,sagemaker-notebook-instance-inside-vpc,Change triggered,"You can't change the VPC setting after creating a notebook instance. Instead, you can stop, delete, and recreate the instance. For instructions, see Use notebook instances to build models: Clean up in the Amazon SageMaker AI Developer Guide."
SageMaker.3,Users should not have root access to SageMaker notebook instances,This control checks whether root access is turned off for Amazon SageMaker notebook instances. The control fails if root access is turned on for a SageMaker notebook instance.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SageMaker.3/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html#sagemaker-3,Protect > Secure access management > Root user access restrictions,AWS::SageMaker::NotebookInstance,sagemaker-notebook-instance-root-access-check,Change triggered,"To restrict root access to SageMaker AI notebook instances, see Control root access to a SageMaker AI notebook instance in the Amazon SageMaker AI Developer Guide."
